Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S057,Cybersecurity,95,94,58,61,83,2,Security,Advanced
S058,Python,74,89,40,56,60,29,Programming,Intermediate
S058,SQL,45,76,40,55,40,27,Programming,Beginner
S058,Excel,60,92,55,65,93,8,Analytics,Intermediate
S058,Statistics,65,55,67,69,75,10,Analytics,Intermediate
S058,Machine Learning,82,56,96,63,62,7,AI,Advanced
S058,Deep Learning,83,92,46,83,73,14,AI,Advanced
S058,Data Visualization,84,43,53,82,55,7,Analytics,Advanced
S058,Power BI,71,58,41,14,89,29,Analytics,Intermediate
S058,Tableau,56,76,51,74,61,9,Analytics,Beginner
S058,Communication,59,40,93,62,45,19,Soft Skills,Beginner
S058,Problem Solving,57,45,84,27,62,26,Soft Skills,Beginner
S058,Critical Thinking,52,46,54,48,66,26,Soft Skills,Beginner
S058,Cloud Computing,72,54,75,59,66,25,Cloud,Intermediate
S058,AWS,44,41,94,84,62,6,Cloud,Beginner
S058,Azure,94,55,53,33,65,3,Cloud,Advanced
S058,Docker,54,42,62,33,73,1,Cloud,Beginner
S058,Git,80,80,62,75,42,26,Programming,Advanced
S058,NLP,71,70,57,47,46,9,AI,Intermediate
S058,Computer Vision,40,53,91,10,78,10,AI,Beginner
S058,Data Engineering,46,65,73,34,75,21,Engineering,Beginner
S058,Big Data,99,56,72,78,90,15,Engineering,Advanced
S058,Spark,81,90,51,60,55,9,Engineering,Advanced
S058,Leadership,71,54,66,32,56,14,Soft Skills,Intermediate
S058,Project Management,98,89,97,6,75,18,Soft Skills,Advanced
S058,Cybersecurity,46,52,54,93,62,28,Security,Beginner
S059,Python,61,65,72,79,49,25,Programming,Intermediate
S059,SQL,76,87,82,42,80,13,Programming,Intermediate
S059,Excel,63,79,85,21,63,5,Analytics,Intermediate
S059,Statistics,96,41,71,66,63,9,Analytics,Advanced
S059,Machine Learning,43,56,56,54,87,8,AI,Beginner
S059,Deep Learning,97,50,60,25,57,23,AI,Advanced
S059,Data Visualization,68,63,49,21,57,10,Analytics,Intermediate
S059,Power BI,87,59,76,49,57,17,Analytics,Advanced
S059,Tableau,48,53,88,33,70,4,Analytics,Beginner
S059,Communication,57,98,59,51,82,12,Soft Skills,Beginner
S059,Problem Solving,48,52,54,31,54,28,Soft Skills,Beginner
S059,Critical Thinking,76,94,58,94,91,26,Soft Skills,Intermediate
S059,Cloud Computing,64,65,65,50,67,17,Cloud,Intermediate
S059,AWS,57,71,92,7,41,1,Cloud,Beginner
S059,Azure,81,58,56,37,51,17,Cloud,Advanced
S059,Docker,95,42,82,53,94,26,Cloud,Advanced
S059,Git,74,47,91,11,85,14,Programming,Intermediate
S059,NLP,75,55,63,65,93,1,AI,Intermediate
S059,Computer Vision,88,64,49,84,55,26,AI,Advanced
S059,Data Engineering,47,68,78,96,45,16,Engineering,Beginner
S059,Big Data,59,55,46,82,82,26,Engineering,Beginner
S059,Spark,65,53,46,37,65,25,Engineering,Intermediate
S059,Leadership,84,59,42,56,43,29,Soft Skills,Advanced
S059,Project Management,65,50,41,18,83,17,Soft Skills,Intermediate
S059,Cybersecurity,51,65,83,37,52,14,Security,Beginner
S060,Python,63,73,83,30,60,28,Programming,Intermediate
S060,SQL,87,75,79,70,81,9,Programming,Advanced
S060,Excel,62,54,52,27,56,16,Analytics,Intermediate
S060,Statistics,99,41,59,24,98,14,Analytics,Advanced
S060,Machine Learning,42,94,51,44,41,4,AI,Beginner
S060,Deep Learning,53,55,58,38,83,29,AI,Beginner
S060,Data Visualization,85,45,52,68,75,22,Analytics,Advanced
S060,Power BI,57,51,91,98,92,19,Analytics,Beginner
S060,Tableau,79,46,71,52,58,6,Analytics,Intermediate
S060,Communication,59,66,92,52,46,27,Soft Skills,Beginner
S060,Problem Solving,44,50,54,68,42,26,Soft Skills,Beginner
S060,Critical Thinking,44,62,92,41,48,15,Soft Skills,Beginner
S060,Cloud Computing,42,68,45,21,65,21,Cloud,Beginner
S060,AWS,47,60,96,15,77,8,Cloud,Beginner
S060,Azure,81,63,74,18,94,14,Cloud,Advanced
S060,Docker,49,51,77,38,80,10,Cloud,Beginner
S060,Git,97,56,56,71,70,19,Programming,Advanced
S060,NLP,40,51,78,8,81,13,AI,Beginner
S060,Computer Vision,73,81,60,90,96,4,AI,Intermediate
S060,Data Engineering,57,44,58,6,51,17,Engineering,Beginner
S060,Big Data,49,73,45,12,90,11,Engineering,Beginner
S060,Spark,96,51,48,6,47,26,Engineering,Advanced
S060,Leadership,50,99,92,14,60,20,Soft Skills,Beginner
S060,Project Management,87,47,75,97,81,12,Soft Skills,Advanced
S060,Cybersecurity,53,87,93,89,61,21,Security,Beginner
S061,Python,83,89,69,43,59,24,Programming,Advanced
S061,SQL,62,46,48,5,65,6,Programming,Intermediate
S061,Excel,77,93,83,90,83,10,Analytics,Intermediate
S061,Statistics,94,97,45,21,90,18,Analytics,Advanced
S061,Machine Learning,77,63,90,14,95,8,AI,Intermediate
S061,Deep Learning,60,95,45,89,96,7,AI,Intermediate
S061,Data Visualization,63,72,98,22,95,28,Analytics,Intermediate
S061,Power BI,96,91,71,80,87,10,Analytics,Advanced
S061,Tableau,66,49,85,56,81,10,Analytics,Intermediate
S061,Communication,65,64,50,27,73,25,Soft Skills,Intermediate
S061,Problem Solving,91,79,62,97,70,7,Soft Skills,Advanced
S061,Critical Thinking,79,72,60,6,57,15,Soft Skills,Intermediate
S061,Cloud Computing,72,76,73,88,74,19,Cloud,Intermediate
S061,AWS,89,93,57,92,47,29,Cloud,Advanced
S061,Azure,69,83,92,14,62,20,Cloud,Intermediate
S061,Docker,88,50,41,62,65,4,Cloud,Advanced
S061,Git,72,86,52,44,64,4,Programming,Intermediate
S061,NLP,81,58,57,98,58,26,AI,Advanced
S061,Computer Vision,62,98,93,84,40,12,AI,Intermediate
S061,Data Engineering,63,73,92,12,57,25,Engineering,Intermediate
S061,Big Data,87,44,65,34,93,13,Engineering,Advanced
S061,Spark,58,68,42,94,79,27,Engineering,Beginner
S061,Leadership,97,97,51,6,50,12,Soft Skills,Advanced
S061,Project Management,67,57,52,90,51,2,Soft Skills,Intermediate
S061,Cybersecurity,76,46,65,94,63,12,Security,Intermediate
S062,Python,55,62,79,64,48,15,Programming,Beginner
S062,SQL,76,52,44,79,49,20,Programming,Intermediate
S062,Excel,52,80,92,54,54,10,Analytics,Beginner
S062,Statistics,95,46,79,32,71,3,Analytics,Advanced
S062,Machine Learning,54,87,75,89,45,1,AI,Beginner
S062,Deep Learning,43,50,83,30,76,23,AI,Beginner
S062,Data Visualization,68,60,87,95,78,8,Analytics,Intermediate
S062,Power BI,52,62,98,20,69,29,Analytics,Beginner
S062,Tableau,43,79,55,35,92,10,Analytics,Beginner
S062,Communication,64,83,51,94,76,16,Soft Skills,Intermediate
S062,Problem Solving,72,67,48,16,44,22,Soft Skills,Intermediate
S062,Critical Thinking,91,93,67,60,74,5,Soft Skills,Advanced
S062,Cloud Computing,73,85,73,81,78,10,Cloud,Intermediate
S062,AWS,84,87,97,82,50,10,Cloud,Advanced
S062,Azure,77,43,92,37,46,24,Cloud,Intermediate
S062,Docker,80,47,76,55,49,11,Cloud,Advanced
S062,Git,96,54,77,19,44,29,Programming,Advanced
S062,NLP,58,93,90,14,51,22,AI,Beginner
S062,Computer Vision,43,70,57,84,79,4,AI,Beginner
S062,Data Engineering,64,62,51,40,76,3,Engineering,Intermediate
S062,Big Data,48,92,57,47,74,25,Engineering,Beginner
S062,Spark,94,73,80,82,43,29,Engineering,Advanced
S062,Leadership,80,84,89,83,67,10,Soft Skills,Advanced
S062,Project Management,55,51,91,73,73,10,Soft Skills,Beginner
S062,Cybersecurity,40,78,71,94,56,16,Security,Beginner
S063,Python,98,66,63,39,85,10,Programming,Advanced
S063,SQL,93,78,65,53,77,23,Programming,Advanced
S063,Excel,61,43,88,63,48,4,Analytics,Intermediate
S063,Statistics,46,62,41,53,63,8,Analytics,Beginner
S063,Machine Learning,94,70,86,35,86,8,AI,Advanced
S063,Deep Learning,87,90,82,59,63,17,AI,Advanced
S063,Data Visualization,99,65,55,61,86,13,Analytics,Advanced
S063,Power BI,54,66,43,84,69,12,Analytics,Beginner
S063,Tableau,69,75,42,90,88,22,Analytics,Intermediate
S063,Communication,89,96,89,53,51,23,Soft Skills,Advanced
S063,Problem Solving,60,95,43,99,83,26,Soft Skills,Intermediate
S063,Critical Thinking,62,93,92,88,54,23,Soft Skills,Intermediate
S063,Cloud Computing,67,55,76,25,54,17,Cloud,Intermediate
S063,AWS,89,76,52,23,69,13,Cloud,Advanced
S063,Azure,57,53,75,88,91,19,Cloud,Beginner
S063,Docker,84,83,46,48,92,4,Cloud,Advanced
S063,Git,98,73,41,73,94,10,Programming,Advanced
S063,NLP,71,81,80,81,78,5,AI,Intermediate
S063,Computer Vision,97,49,49,95,99,19,AI,Advanced
S063,Data Engineering,60,47,40,96,88,7,Engineering,Intermediate
S063,Big Data,53,60,69,89,88,9,Engineering,Beginner
S063,Spark,56,44,97,61,70,20,Engineering,Beginner
S063,Leadership,79,77,82,67,58,4,Soft Skills,Intermediate
S063,Project Management,89,72,52,82,95,1,Soft Skills,Advanced
S063,Cybersecurity,68,82,88,40,97,12,Security,Intermediate
S064,Python,49,70,45,61,40,7,Programming,Beginner
S064,SQL,97,66,60,96,55,24,Programming,Advanced
S064,Excel,85,62,91,24,77,22,Analytics,Advanced
S064,Statistics,64,67,44,25,57,15,Analytics,Intermediate
S064,Machine Learning,45,96,68,23,72,1,AI,Beginner
S064,Deep Learning,84,42,81,25,74,9,AI,Advanced
S064,Data Visualization,79,42,64,59,59,20,Analytics,Intermediate
S064,Power BI,83,84,73,89,95,23,Analytics,Advanced
S064,Tableau,87,62,45,81,88,23,Analytics,Advanced
S064,Communication,48,56,41,23,58,24,Soft Skills,Beginner
S064,Problem Solving,46,93,81,46,98,20,Soft Skills,Beginner
S064,Critical Thinking,48,56,66,51,41,4,Soft Skills,Beginner
S064,Cloud Computing,58,56,44,43,57,21,Cloud,Beginner
S064,AWS,93,98,46,85,78,4,Cloud,Advanced
S064,Azure,79,84,43,29,44,12,Cloud,Intermediate
S064,Docker,43,63,68,77,43,19,Cloud,Beginner
S064,Git,63,53,44,22,81,25,Programming,Intermediate
S064,NLP,58,51,57,21,69,24,AI,Beginner
S064,Computer Vision,50,74,62,85,40,15,AI,Beginner
S064,Data Engineering,71,99,48,19,67,24,Engineering,Intermediate
S064,Big Data,99,74,61,31,58,13,Engineering,Advanced
S064,Spark,51,59,40,89,88,13,Engineering,Beginner
S064,Leadership,40,49,86,63,71,7,Soft Skills,Beginner
S064,Project Management,99,61,57,50,71,27,Soft Skills,Advanced
S064,Cybersecurity,67,57,98,43,88,29,Security,Intermediate
S065,Python,57,83,47,58,70,2,Programming,Beginner
S065,SQL,46,75,57,42,98,9,Programming,Beginner
S065,Excel,98,48,85,76,90,3,Analytics,Advanced
S065,Statistics,57,44,53,96,69,4,Analytics,Beginner
S065,Machine Learning,78,59,64,32,51,2,AI,Intermediate
S065,Deep Learning,82,53,61,35,62,16,AI,Advanced
S065,Data Visualization,59,77,94,72,54,24,Analytics,Beginner
S065,Power BI,64,40,46,61,70,12,Analytics,Intermediate
S065,Tableau,81,44,83,54,81,6,Analytics,Advanced
S065,Communication,99,51,78,22,41,10,Soft Skills,Advanced
S065,Problem Solving,54,69,83,21,43,7,Soft Skills,Beginner
S065,Critical Thinking,80,70,90,38,45,18,Soft Skills,Advanced
S065,Cloud Computing,77,84,97,55,73,12,Cloud,Intermediate
S065,AWS,54,53,45,54,76,18,Cloud,Beginner
S065,Azure,71,42,42,90,61,10,Cloud,Intermediate
S065,Docker,90,42,51,97,87,17,Cloud,Advanced
S065,Git,46,52,95,70,43,10,Programming,Beginner
S065,NLP,78,63,56,56,45,19,AI,Intermediate
S065,Computer Vision,44,71,49,13,66,13,AI,Beginner
S065,Data Engineering,58,60,63,8,63,27,Engineering,Beginner
S065,Big Data,74,42,43,44,87,22,Engineering,Intermediate
S065,Spark,74,70,95,93,79,13,Engineering,Intermediate
S065,Leadership,43,85,53,17,66,6,Soft Skills,Beginner
S065,Project Management,56,75,79,85,80,2,Soft Skills,Beginner
S065,Cybersecurity,96,52,91,70,91,28,Security,Advanced
S066,Python,82,98,65,26,86,11,Programming,Advanced
S066,SQL,94,42,74,64,97,12,Programming,Advanced
S066,Excel,63,44,59,43,52,9,Analytics,Intermediate
S066,Statistics,96,92,84,16,52,24,Analytics,Advanced
S066,Machine Learning,49,72,96,44,93,16,AI,Beginner
S066,Deep Learning,84,74,42,9,65,11,AI,Advanced
S066,Data Visualization,46,92,95,14,81,20,Analytics,Beginner
S066,Power BI,73,42,47,35,50,13,Analytics,Intermediate
S066,Tableau,46,84,41,74,80,20,Analytics,Beginner
S066,Communication,96,73,89,84,64,12,Soft Skills,Advanced
S066,Problem Solving,46,78,56,49,50,6,Soft Skills,Beginner
S066,Critical Thinking,62,66,85,74,77,2,Soft Skills,Intermediate
S066,Cloud Computing,61,59,64,83,99,17,Cloud,Intermediate
S066,AWS,68,47,76,53,91,1,Cloud,Intermediate
S066,Azure,61,89,86,9,78,18,Cloud,Intermediate
S066,Docker,77,93,92,41,69,19,Cloud,Intermediate
S066,Git,70,49,54,46,98,16,Programming,Intermediate
S066,NLP,83,57,62,20,93,6,AI,Advanced
S066,Computer Vision,74,73,67,6,69,13,AI,Intermediate
S066,Data Engineering,80,55,98,73,94,28,Engineering,Advanced
S066,Big Data,92,78,84,24,63,29,Engineering,Advanced
S066,Spark,66,69,97,31,65,7,Engineering,Intermediate
S066,Leadership,81,86,92,63,77,5,Soft Skills,Advanced
S066,Project Management,62,67,73,57,54,26,Soft Skills,Intermediate
S066,Cybersecurity,87,70,58,13,68,22,Security,Advanced
S067,Python,97,90,78,8,42,24,Programming,Advanced
S067,SQL,68,91,50,62,50,27,Programming,Intermediate
S067,Excel,72,60,78,99,77,14,Analytics,Intermediate
S067,Statistics,41,66,75,79,86,18,Analytics,Beginner
S067,Machine Learning,98,40,74,39,70,28,AI,Advanced
S067,Deep Learning,78,40,64,47,77,20,AI,Intermediate
S067,Data Visualization,42,90,41,86,83,29,Analytics,Beginner
S067,Power BI,49,44,48,6,73,28,Analytics,Beginner
S067,Tableau,77,70,49,80,75,22,Analytics,Intermediate
S067,Communication,60,88,86,74,87,17,Soft Skills,Intermediate
S067,Problem Solving,42,49,44,94,60,13,Soft Skills,Beginner
S067,Critical Thinking,65,77,83,30,47,5,Soft Skills,Intermediate
S067,Cloud Computing,54,98,55,5,55,5,Cloud,Beginner
S067,AWS,42,91,86,99,52,24,Cloud,Beginner
S067,Azure,55,94,82,25,41,22,Cloud,Beginner
S067,Docker,66,77,65,62,98,6,Cloud,Intermediate
S067,Git,85,64,50,76,47,1,Programming,Advanced
S067,NLP,92,46,77,25,47,19,AI,Advanced
S067,Computer Vision,93,60,95,24,47,26,AI,Advanced
S067,Data Engineering,85,70,89,97,87,9,Engineering,Advanced
S067,Big Data,54,69,65,14,68,22,Engineering,Beginner
S067,Spark,55,75,59,41,61,7,Engineering,Beginner
S067,Leadership,62,80,79,97,55,6,Soft Skills,Intermediate
S067,Project Management,67,87,77,35,53,21,Soft Skills,Intermediate
S067,Cybersecurity,72,96,48,95,63,13,Security,Intermediate
S068,Python,65,68,90,53,82,28,Programming,Intermediate
S068,SQL,67,47,62,97,44,10,Programming,Intermediate
S068,Excel,46,81,75,31,97,14,Analytics,Beginner
S068,Statistics,41,64,48,31,40,23,Analytics,Beginner
S068,Machine Learning,49,81,91,29,93,29,AI,Beginner
S068,Deep Learning,42,45,97,74,92,2,AI,Beginner
S068,Data Visualization,97,97,57,91,41,12,Analytics,Advanced
S068,Power BI,61,76,59,28,87,20,Analytics,Intermediate
S068,Tableau,40,40,56,5,92,20,Analytics,Beginner
S068,Communication,84,69,80,7,85,23,Soft Skills,Advanced
S068,Problem Solving,50,63,61,68,83,13,Soft Skills,Beginner
S068,Critical Thinking,65,52,40,28,49,3,Soft Skills,Intermediate
S068,Cloud Computing,63,67,75,84,79,16,Cloud,Intermediate
S068,AWS,98,56,90,58,54,16,Cloud,Advanced
S068,Azure,54,96,73,15,40,15,Cloud,Beginner
S068,Docker,65,90,43,47,44,3,Cloud,Intermediate
S068,Git,52,49,50,86,73,7,Programming,Beginner
S068,NLP,80,81,89,91,46,27,AI,Advanced
S068,Computer Vision,78,42,51,11,88,26,AI,Intermediate
S068,Data Engineering,72,76,87,83,41,9,Engineering,Intermediate
S068,Big Data,46,71,43,24,89,21,Engineering,Beginner
S068,Spark,75,71,67,81,40,28,Engineering,Intermediate
S068,Leadership,95,74,87,34,93,4,Soft Skills,Advanced
S068,Project Management,96,94,64,84,97,19,Soft Skills,Advanced
S068,Cybersecurity,40,44,90,26,63,11,Security,Beginner
S069,Python,84,91,76,57,75,4,Programming,Advanced
S069,SQL,43,75,91,57,57,18,Programming,Beginner
S069,Excel,55,80,57,26,41,21,Analytics,Beginner
S069,Statistics,75,83,78,51,78,29,Analytics,Intermediate
S069,Machine Learning,93,65,60,21,55,28,AI,Advanced
S069,Deep Learning,70,90,48,99,53,17,AI,Intermediate
S069,Data Visualization,76,41,91,52,85,14,Analytics,Intermediate
S069,Power BI,98,72,74,62,78,26,Analytics,Advanced
S069,Tableau,86,90,59,6,90,9,Analytics,Advanced
S069,Communication,58,98,76,86,55,4,Soft Skills,Beginner
S069,Problem Solving,51,68,46,18,94,12,Soft Skills,Beginner
S069,Critical Thinking,74,44,56,36,49,11,Soft Skills,Intermediate
S069,Cloud Computing,56,44,84,13,88,1,Cloud,Beginner
S069,AWS,75,75,57,13,96,29,Cloud,Intermediate
S069,Azure,89,53,64,19,45,24,Cloud,Advanced
S069,Docker,81,68,54,97,43,18,Cloud,Advanced
S069,Git,89,96,88,48,78,16,Programming,Advanced
S069,NLP,50,53,42,66,81,6,AI,Beginner
S069,Computer Vision,84,81,57,62,59,26,AI,Advanced
S069,Data Engineering,87,64,96,81,43,23,Engineering,Advanced
S069,Big Data,53,72,67,56,76,8,Engineering,Beginner
S069,Spark,83,73,83,9,93,5,Engineering,Advanced
S069,Leadership,70,84,48,36,72,3,Soft Skills,Intermediate
S069,Project Management,69,89,51,33,42,26,Soft Skills,Intermediate
S069,Cybersecurity,96,69,48,30,41,3,Security,Advanced
S070,Python,85,43,64,55,52,7,Programming,Advanced
S070,SQL,83,74,94,91,48,2,Programming,Advanced
S070,Excel,93,80,83,68,70,12,Analytics,Advanced
S070,Statistics,86,41,71,86,52,14,Analytics,Advanced
S070,Machine Learning,44,97,81,48,49,24,AI,Beginner
S070,Deep Learning,82,64,73,34,46,6,AI,Advanced
S070,Data Visualization,93,94,42,17,42,26,Analytics,Advanced
S070,Power BI,96,63,92,74,82,28,Analytics,Advanced
S070,Tableau,97,88,81,80,88,4,Analytics,Advanced
S070,Communication,41,50,78,94,57,21,Soft Skills,Beginner
S070,Problem Solving,75,79,91,50,83,22,Soft Skills,Intermediate
S070,Critical Thinking,92,98,69,34,47,2,Soft Skills,Advanced
S070,Cloud Computing,96,86,48,24,79,25,Cloud,Advanced
S070,AWS,58,44,50,83,47,19,Cloud,Beginner
S070,Azure,62,66,79,30,66,19,Cloud,Intermediate
S070,Docker,89,81,68,43,99,9,Cloud,Advanced
S070,Git,72,58,76,87,72,15,Programming,Intermediate
S070,NLP,55,62,46,30,71,12,AI,Beginner
S070,Computer Vision,47,44,81,96,92,5,AI,Beginner
S070,Data Engineering,88,65,44,26,54,13,Engineering,Advanced
S070,Big Data,67,72,82,27,72,11,Engineering,Intermediate
S070,Spark,57,89,92,34,65,16,Engineering,Beginner
S070,Leadership,52,78,72,30,87,1,Soft Skills,Beginner
S070,Project Management,88,77,41,10,85,18,Soft Skills,Advanced
S070,Cybersecurity,77,81,63,22,66,9,Security,Intermediate
S071,Python,47,67,49,21,94,29,Programming,Beginner
S071,SQL,97,45,53,26,93,6,Programming,Advanced
S071,Excel,65,78,51,18,61,19,Analytics,Intermediate
S071,Statistics,62,87,46,54,64,13,Analytics,Intermediate
S071,Machine Learning,60,80,49,59,98,9,AI,Intermediate
S071,Deep Learning,54,91,41,29,52,2,AI,Beginner
S071,Data Visualization,90,97,73,39,77,3,Analytics,Advanced
S071,Power BI,81,95,98,74,94,16,Analytics,Advanced
S071,Tableau,88,58,42,86,78,9,Analytics,Advanced
S071,Communication,91,51,44,71,50,25,Soft Skills,Advanced
S071,Problem Solving,69,43,44,5,66,28,Soft Skills,Intermediate
S071,Critical Thinking,68,57,51,81,80,2,Soft Skills,Intermediate
S071,Cloud Computing,76,84,55,52,63,3,Cloud,Intermediate
S071,AWS,61,75,50,62,85,29,Cloud,Intermediate
S071,Azure,74,87,93,19,99,10,Cloud,Intermediate
S071,Docker,80,82,55,78,88,19,Cloud,Advanced
S071,Git,41,63,62,70,77,19,Programming,Beginner
S071,NLP,79,65,68,71,97,14,AI,Intermediate
S071,Computer Vision,64,87,40,57,42,22,AI,Intermediate
S071,Data Engineering,65,57,48,42,62,21,Engineering,Intermediate
S071,Big Data,96,40,60,31,81,27,Engineering,Advanced
S071,Spark,45,94,83,32,84,17,Engineering,Beginner
S071,Leadership,98,79,97,7,51,7,Soft Skills,Advanced
S071,Project Management,51,41,95,50,61,23,Soft Skills,Beginner
S071,Cybersecurity,69,44,48,89,50,5,Security,Intermediate
S072,Python,74,66,88,70,63,1,Programming,Intermediate
S072,SQL,78,69,85,41,90,28,Programming,Intermediate
S072,Excel,99,70,50,91,96,2,Analytics,Advanced
S072,Statistics,79,80,66,6,78,5,Analytics,Intermediate
S072,Machine Learning,60,97,44,56,84,21,AI,Intermediate
S072,Deep Learning,68,59,77,24,89,25,AI,Intermediate
S072,Data Visualization,41,96,71,30,45,9,Analytics,Beginner
S072,Power BI,96,42,72,5,90,5,Analytics,Advanced
S072,Tableau,52,58,51,52,64,25,Analytics,Beginner
S072,Communication,90,74,51,98,44,2,Soft Skills,Advanced
S072,Problem Solving,61,78,52,61,86,22,Soft Skills,Intermediate
S072,Critical Thinking,42,99,92,88,70,5,Soft Skills,Beginner
S072,Cloud Computing,63,79,93,37,47,24,Cloud,Intermediate
S072,AWS,89,59,99,20,89,20,Cloud,Advanced
S072,Azure,51,52,84,43,64,14,Cloud,Beginner
S072,Docker,71,63,87,51,83,9,Cloud,Intermediate
S072,Git,79,89,62,54,52,28,Programming,Intermediate
S072,NLP,98,71,89,19,75,17,AI,Advanced
S072,Computer Vision,44,61,55,45,49,24,AI,Beginner
S072,Data Engineering,57,88,57,11,43,26,Engineering,Beginner
S072,Big Data,44,99,94,20,74,26,Engineering,Beginner
S072,Spark,57,68,62,18,54,17,Engineering,Beginner
S072,Leadership,72,64,60,21,62,25,Soft Skills,Intermediate
S072,Project Management,82,56,97,18,68,20,Soft Skills,Advanced
S072,Cybersecurity,69,58,92,60,52,18,Security,Intermediate
S073,Python,62,85,72,22,48,1,Programming,Intermediate
